# Data from simulation of 500 agents with various levels         of sheltering or mask usage
time,percent sheltering,percent wearing masks,infected,        exposed,recovered,infected with mask,susceptible with mask,        infected symptomatic,infected asymptomatic,new infected,percent asymptomatic
497,0.8,0.4,8,14,4,1,196,0,8,1,4
498,0.8,0.4,8,14,4,1,196,0,8,0,4
499,0.8,0.4,9,13,4,1,196,0,9,1,4
500,0.8,0.4,9,14,4,1,196,0,9,0,4
501,0.8,0.4,9,14,4,1,196,0,9,0,4
502,0.8,0.4,9,14,4,1,196,0,9,0,4
503,0.8,0.4,10,13,4,1,196,0,10,1,4
504,0.8,0.4,10,13,4,1,196,0,10,0,4
505,0.8,0.4,10,13,4,1,196,0,10,0,4
506,0.8,0.4,10,13,4,1,196,0,10,0,4
507,0.8,0.4,11,12,4,2,196,0,11,1,4
508,0.8,0.4,11,12,4,2,196,0,11,0,4
509,0.8,0.4,12,11,4,2,196,0,12,1,4
510,0.8,0.4,12,11,4,2,196,0,12,0,4
511,0.8,0.4,12,12,4,2,196,0,12,0,4
512,0.8,0.4,13,11,4,2,196,0,13,1,4
513,0.8,0.4,13,12,4,2,196,0,13,0,4
514,0.8,0.4,14,11,4,2,196,0,14,1,4
515,0.8,0.4,15,11,4,2,196,0,15,1,4
516,0.8,0.4,15,11,4,2,196,0,15,0,4
517,0.8,0.4,15,12,4,2,196,0,15,0,4
518,0.8,0.4,15,12,4,2,196,0,15,0,4
519,0.8,0.4,15,12,4,2,196,0,15,0,4
520,0.8,0.4,15,12,4,2,196,0,15,0,4
521,0.8,0.4,16,11,4,2,196,0,16,1,4
522,0.8,0.4,16,11,4,2,196,0,16,0,4
523,0.8,0.4,16,11,4,2,196,0,16,0,4
524,0.8,0.4,16,12,4,2,195,0,16,0,4
525,0.8,0.4,16,13,4,2,195,0,16,0,4
526,0.8,0.4,16,14,4,2,195,0,16,0,4
527,0.8,0.4,16,14,4,2,195,0,16,0,4
528,0.8,0.4,16,14,4,2,195,0,16,0,4
529,0.8,0.4,16,14,4,2,195,0,16,0,4
530,0.8,0.4,16,16,4,2,194,0,16,0,4
531,0.8,0.4,16,16,4,2,194,0,16,0,4
532,0.8,0.4,16,18,4,2,194,0,16,0,4
533,0.8,0.4,16,18,4,2,194,0,16,0,4
534,0.8,0.4,16,19,4,2,194,0,16,0,4
535,0.8,0.4,16,20,4,2,194,0,16,0,4
536,0.8,0.4,16,20,4,2,194,0,16,0,4
537,0.8,0.4,16,20,4,2,194,0,16,0,4
538,0.8,0.4,16,21,4,2,194,0,16,0,4
539,0.8,0.4,16,21,4,2,194,0,16,0,4
540,0.8,0.4,16,22,4,2,194,0,16,0,4
541,0.8,0.4,16,22,4,2,194,0,16,0,4
542,0.8,0.4,16,24,4,2,194,0,16,0,4
543,0.8,0.4,16,24,4,2,194,0,16,0,4
544,0.8,0.4,16,25,4,2,194,0,16,0,4
545,0.8,0.4,16,25,4,2,194,0,16,0,4
546,0.8,0.4,16,25,4,2,194,0,16,0,4
547,0.8,0.4,16,25,4,2,194,0,16,0,4
548,0.8,0.4,16,25,4,2,194,0,16,0,4
549,0.8,0.4,16,25,4,2,194,0,16,0,4
550,0.8,0.4,16,26,4,2,193,0,16,0,4
551,0.8,0.4,16,27,4,2,193,0,16,0,4
552,0.8,0.4,16,28,4,2,192,0,16,0,4
553,0.8,0.4,16,28,4,2,192,0,16,0,4
554,0.8,0.4,16,28,4,2,192,0,16,0,4
555,0.8,0.4,16,28,4,2,192,0,16,0,4
556,0.8,0.4,16,28,4,2,192,0,16,0,4
557,0.8,0.4,16,28,4,2,192,0,16,0,4
558,0.8,0.4,17,28,4,2,192,0,17,1,4
559,0.8,0.4,17,28,4,2,192,0,17,0,4
560,0.8,0.4,16,28,5,2,192,0,16,0,4
561,0.8,0.4,16,28,5,2,192,0,16,0,4
562,0.8,0.4,16,28,5,2,192,0,16,0,4
563,0.8,0.4,16,29,5,2,191,0,16,0,4
564,0.8,0.4,16,30,5,2,191,0,16,0,4
565,0.8,0.4,16,31,5,2,191,0,16,0,4
566,0.8,0.4,16,33,5,2,191,0,16,0,4
567,0.8,0.4,16,33,5,2,191,0,16,0,4
568,0.8,0.4,16,34,5,2,191,0,16,0,4
569,0.8,0.4,16,36,5,2,190,0,16,0,4
570,0.8,0.4,16,37,5,2,189,0,16,0,4
571,0.8,0.4,16,37,5,2,189,0,16,0,4
572,0.8,0.4,16,38,5,2,189,0,16,0,4
573,0.8,0.4,16,38,5,2,189,0,16,0,4
574,0.8,0.4,16,40,5,2,189,0,16,0,4
575,0.8,0.4,16,40,5,2,189,0,16,0,4
576,0.8,0.4,16,41,5,2,189,0,16,0,4
577,0.8,0.4,16,42,5,2,188,0,16,0,4
578,0.8,0.4,16,42,5,2,188,0,16,0,4
579,0.8,0.4,17,41,5,2,188,0,17,1,4
580,0.8,0.4,16,41,6,2,188,0,16,0,4
581,0.8,0.4,16,41,6,2,188,0,16,0,4
582,0.8,0.4,16,42,6,2,188,0,16,0,4
583,0.8,0.4,16,43,6,2,188,0,16,0,4
584,0.8,0.4,16,43,6,2,188,0,16,0,4
585,0.8,0.4,16,44,6,2,188,0,16,0,4
586,0.8,0.4,16,44,6,2,188,0,16,0,4
587,0.8,0.4,16,44,6,2,188,0,16,0,4
588,0.8,0.4,16,45,6,2,188,0,16,0,4
589,0.8,0.4,16,45,6,2,188,0,16,0,4
590,0.8,0.4,16,46,6,2,188,0,16,0,4
591,0.8,0.4,16,46,6,2,188,0,16,0,4
592,0.8,0.4,16,46,6,2,188,0,16,0,4
593,0.8,0.4,17,46,6,3,188,0,17,1,4
594,0.8,0.4,16,46,7,3,188,0,16,0,4
595,0.8,0.4,16,47,7,3,188,0,16,0,4
596,0.8,0.4,16,47,7,3,188,0,16,0,4
597,0.8,0.4,16,47,7,3,188,0,16,0,4
598,0.8,0.4,16,47,7,3,188,0,16,0,4
599,0.8,0.4,17,46,7,3,188,0,17,1,4
600,0.8,0.4,17,47,7,3,188,0,17,0,4
601,0.8,0.4,17,47,7,3,188,0,17,0,4
602,0.8,0.4,17,47,7,3,188,0,17,0,4
603,0.8,0.4,17,47,7,3,188,0,17,0,4
604,0.8,0.4,18,46,7,3,188,0,18,1,4
605,0.8,0.4,17,46,8,3,188,0,17,0,4
606,0.8,0.4,17,46,8,3,188,0,17,0,4
607,0.8,0.4,17,46,8,3,188,0,17,0,4
608,0.8,0.4,17,46,8,3,188,0,17,0,4
609,0.8,0.4,17,46,8,3,188,0,17,0,4
610,0.8,0.4,17,46,8,3,188,0,17,0,4
611,0.8,0.4,17,47,8,3,188,0,17,0,4
612,0.8,0.4,17,48,8,3,188,0,17,0,4
613,0.8,0.4,18,49,8,3,187,0,18,1,4
614,0.8,0.4,18,51,8,3,187,0,18,0,4
615,0.8,0.4,18,51,8,3,187,0,18,0,4
616,0.8,0.4,18,51,8,3,187,0,18,0,4
617,0.8,0.4,18,51,8,3,187,0,18,0,4
618,0.8,0.4,18,51,8,3,187,0,18,0,4
619,0.8,0.4,18,51,8,3,187,0,18,0,4
620,0.8,0.4,18,51,8,3,187,0,18,0,4
621,0.8,0.4,18,51,8,3,187,0,18,0,4
622,0.8,0.4,18,51,8,3,187,0,18,0,4
623,0.8,0.4,19,50,8,3,187,0,19,1,4
624,0.8,0.4,19,50,8,3,187,0,19,0,4
625,0.8,0.4,19,51,8,3,186,0,19,0,4
626,0.8,0.4,19,51,8,3,186,0,19,0,4
627,0.8,0.4,19,52,8,3,185,0,19,0,4
628,0.8,0.4,19,52,8,3,185,0,19,0,4
629,0.8,0.4,19,53,8,3,185,0,19,0,4
630,0.8,0.4,19,53,8,3,185,0,19,0,4
631,0.8,0.4,19,54,8,3,185,0,19,0,4
632,0.8,0.4,19,54,8,3,185,0,19,0,4
633,0.8,0.4,19,54,8,3,185,0,19,0,4
634,0.8,0.4,20,53,8,3,185,0,20,1,4
635,0.8,0.4,20,53,8,3,185,0,20,0,4
636,0.8,0.4,21,52,8,3,185,0,21,1,4
637,0.8,0.4,21,52,8,3,185,0,21,0,4
638,0.8,0.4,22,52,8,3,184,0,22,1,4
639,0.8,0.4,22,52,8,3,184,0,22,0,4
640,0.8,0.4,23,51,8,3,184,0,23,1,4
641,0.8,0.4,23,51,8,3,184,0,23,0,4
642,0.8,0.4,22,52,9,3,184,0,22,0,4
643,0.8,0.4,22,52,9,3,184,0,22,0,4
644,0.8,0.4,22,52,9,3,184,0,22,0,4
645,0.8,0.4,22,52,9,3,184,0,22,0,4
646,0.8,0.4,22,53,9,3,184,0,22,0,4
647,0.8,0.4,23,51,10,4,184,0,23,2,4
648,0.8,0.4,23,51,10,4,184,0,23,0,4
649,0.8,0.4,24,50,10,4,184,0,24,1,4
650,0.8,0.4,24,50,10,4,184,0,24,0,4
651,0.8,0.4,24,50,10,4,184,0,24,0,4
652,0.8,0.4,24,50,10,4,184,0,24,0,4
653,0.8,0.4,26,49,10,5,184,0,26,2,4
654,0.8,0.4,26,50,10,5,184,0,26,0,4
655,0.8,0.4,28,48,10,5,184,0,28,2,4
656,0.8,0.4,28,48,10,5,184,0,28,0,4
657,0.8,0.4,29,48,10,5,184,0,29,1,4
658,0.8,0.4,29,47,11,4,184,0,29,1,4
659,0.8,0.4,29,48,11,4,184,0,29,0,4
660,0.8,0.4,29,49,11,4,183,0,29,0,4
661,0.8,0.4,30,48,11,4,183,0,30,1,4
662,0.8,0.4,30,48,11,4,183,0,30,0,4
663,0.8,0.4,31,49,11,4,183,0,31,1,4
664,0.8,0.4,31,49,11,4,183,0,31,0,4
665,0.8,0.4,32,47,12,4,183,0,32,2,4
666,0.8,0.4,32,48,12,4,183,0,32,0,4
667,0.8,0.4,32,49,13,4,182,0,32,1,4
668,0.8,0.4,32,50,13,4,182,0,32,0,4
669,0.8,0.4,32,51,13,4,182,0,32,0,4
670,0.8,0.4,32,52,13,4,182,0,32,0,4
671,0.8,0.4,31,52,14,4,182,0,31,0,4
672,0.8,0.4,32,52,14,5,182,0,32,1,4
673,0.8,0.4,33,53,14,5,181,0,33,1,4
674,0.8,0.4,33,53,14,5,181,0,33,0,4
675,0.8,0.4,33,52,15,5,181,0,33,1,4
676,0.8,0.4,33,52,15,5,181,0,33,0,4
677,0.8,0.4,32,52,16,5,181,0,32,0,4
678,0.8,0.4,32,53,16,5,181,0,32,0,4
679,0.8,0.4,32,53,16,5,181,0,32,0,4
680,0.8,0.4,31,53,17,5,181,0,31,0,4
681,0.8,0.4,32,52,17,5,181,0,32,1,4
682,0.8,0.4,31,53,18,5,181,0,31,0,4
683,0.8,0.4,30,53,19,5,181,0,30,0,4
684,0.8,0.4,30,58,19,5,180,0,30,0,4
685,0.8,0.4,30,61,19,5,179,0,30,0,4
686,0.8,0.4,31,60,19,6,179,0,31,1,4
687,0.8,0.4,33,59,19,6,178,0,33,2,4
688,0.8,0.4,35,57,19,6,178,0,35,2,4
689,0.8,0.4,34,57,20,6,178,0,34,0,4
690,0.8,0.4,34,57,20,6,178,0,34,0,4
691,0.8,0.4,35,57,20,6,178,0,35,1,4
692,0.8,0.4,38,54,20,8,178,0,38,3,4
693,0.8,0.4,38,55,20,8,177,0,38,0,4
694,0.8,0.4,38,56,20,8,176,0,38,0,4
695,0.8,0.4,39,55,20,8,176,0,39,1,4
696,0.8,0.4,40,56,20,8,176,0,40,1,4
697,0.8,0.4,41,55,20,8,176,0,41,1,4
698,0.8,0.4,41,56,20,8,176,0,41,0,4
699,0.8,0.4,42,56,20,8,176,0,42,1,4
700,0.8,0.4,43,55,20,9,176,0,43,1,4
701,0.8,0.4,43,55,20,9,176,0,43,0,4
702,0.8,0.4,43,57,20,9,176,0,43,0,4
703,0.8,0.4,43,58,20,9,176,0,43,0,4
704,0.8,0.4,44,58,20,9,176,0,44,1,4
705,0.8,0.4,44,58,20,9,176,0,44,0,4
706,0.8,0.4,45,58,20,9,176,0,45,1,4
707,0.8,0.4,45,59,20,9,176,0,45,0,4
708,0.8,0.4,46,58,20,9,176,0,46,1,4
709,0.8,0.4,46,60,20,9,176,0,46,0,4
710,0.8,0.4,46,60,20,9,176,0,46,0,4
711,0.8,0.4,47,60,20,9,176,0,47,1,4
712,0.8,0.4,47,61,20,9,175,0,47,0,4
713,0.8,0.4,48,61,20,9,175,0,48,1,4
714,0.8,0.4,48,62,20,9,175,0,48,0,4
715,0.8,0.4,49,62,20,9,175,0,49,1,4
716,0.8,0.4,49,64,20,9,174,0,49,0,4
717,0.8,0.4,49,65,20,9,174,0,49,0,4
718,0.8,0.4,50,64,20,9,174,0,50,1,4
719,0.8,0.4,50,65,20,9,173,0,50,0,4
720,0.8,0.4,50,66,20,9,173,0,50,0,4
721,0.8,0.4,50,66,20,9,173,0,50,0,4
722,0.8,0.4,50,67,20,9,172,0,50,0,4
723,0.8,0.4,51,67,20,9,172,0,51,1,4
724,0.8,0.4,51,67,20,9,172,0,51,0,4
725,0.8,0.4,51,70,20,9,172,0,51,0,4
726,0.8,0.4,50,71,21,9,172,0,50,0,4
727,0.8,0.4,50,73,21,9,172,0,50,0,4
728,0.8,0.4,50,73,21,9,172,0,50,0,4
729,0.8,0.4,50,74,21,9,172,0,50,0,4
730,0.8,0.4,50,75,21,9,171,0,50,0,4
731,0.8,0.4,50,76,21,9,171,0,50,0,4
732,0.8,0.4,50,79,21,9,169,0,50,0,4
733,0.8,0.4,50,83,21,9,169,0,50,0,4
734,0.8,0.4,52,82,21,9,168,0,52,2,4
735,0.8,0.4,53,82,21,10,167,0,53,1,4
736,0.8,0.4,55,80,21,10,167,0,55,2,4
737,0.8,0.4,56,80,21,10,166,0,56,1,4
738,0.8,0.4,56,80,21,10,166,0,56,0,4
739,0.8,0.4,56,81,21,10,165,0,56,0,4
740,0.8,0.4,56,82,21,10,165,0,56,0,4
741,0.8,0.4,56,83,21,10,164,0,56,0,4
742,0.8,0.4,56,84,21,10,164,0,56,0,4
743,0.8,0.4,56,86,21,10,162,0,56,0,4
744,0.8,0.4,56,87,21,10,162,0,56,0,4
745,0.8,0.4,56,87,21,10,162,0,56,0,4
746,0.8,0.4,56,88,21,10,161,0,56,0,4
747,0.8,0.4,55,88,22,10,161,0,55,0,4
748,0.8,0.4,56,88,22,11,161,0,56,1,4
749,0.8,0.4,57,87,22,12,161,0,57,1,4
750,0.8,0.4,57,87,22,12,161,0,57,0,4
751,0.8,0.4,57,89,22,12,159,0,57,0,4
752,0.8,0.4,58,91,22,12,159,0,58,1,4
753,0.8,0.4,58,92,22,12,159,0,58,0,4
754,0.8,0.4,59,94,22,12,159,0,59,1,4
755,0.8,0.4,59,96,22,12,158,0,59,0,4
756,0.8,0.4,59,98,22,12,158,0,59,0,4
757,0.8,0.4,59,98,22,12,158,0,59,0,4
758,0.8,0.4,59,103,22,12,154,0,59,0,4
759,0.8,0.4,59,103,22,12,154,0,59,0,4
760,0.8,0.4,60,103,22,13,154,0,60,1,4
761,0.8,0.4,59,103,23,12,154,0,59,0,4
762,0.8,0.4,59,103,23,12,154,0,59,0,4
763,0.8,0.4,59,105,23,12,154,0,59,0,4
764,0.8,0.4,59,106,23,12,154,0,59,0,4
765,0.8,0.4,60,105,23,12,154,0,60,1,4
766,0.8,0.4,60,106,23,12,154,0,60,0,4
767,0.8,0.4,59,110,24,12,154,0,59,0,4
768,0.8,0.4,59,112,24,12,152,0,59,0,4
769,0.8,0.4,60,111,24,12,152,0,60,1,4
770,0.8,0.4,60,112,24,12,151,0,60,0,4
771,0.8,0.4,60,114,24,12,151,0,60,0,4
772,0.8,0.4,59,114,25,12,151,0,59,0,4
773,0.8,0.4,59,116,25,12,150,0,59,0,4
774,0.8,0.4,59,118,25,12,150,0,59,0,4
775,0.8,0.4,60,118,25,12,150,0,60,1,4
776,0.8,0.4,61,119,25,12,149,0,61,1,4
777,0.8,0.4,61,122,25,12,149,0,61,0,4
778,0.8,0.4,61,123,25,12,149,0,61,0,4
779,0.8,0.4,61,124,25,12,149,0,61,0,4
780,0.8,0.4,62,124,25,12,149,0,62,1,4
781,0.8,0.4,62,124,26,12,148,0,62,1,4
782,0.8,0.4,63,124,26,13,148,0,63,1,4
783,0.8,0.4,63,126,26,13,146,0,63,0,4
784,0.8,0.4,63,129,26,13,145,0,63,0,4
785,0.8,0.4,65,129,26,13,145,0,65,2,4
786,0.8,0.4,65,132,26,13,143,0,65,0,4
787,0.8,0.4,65,133,26,13,142,0,65,0,4
788,0.8,0.4,66,135,26,13,140,0,66,1,4
789,0.8,0.4,67,136,26,13,139,0,67,1,4
790,0.8,0.4,68,135,26,14,139,0,68,1,4
791,0.8,0.4,68,134,27,14,139,0,68,1,4
792,0.8,0.4,69,133,27,14,139,0,69,1,4
793,0.8,0.4,70,132,27,14,139,0,70,1,4
794,0.8,0.4,71,132,27,14,138,0,71,1,4
795,0.8,0.4,72,131,27,15,138,0,72,1,4
796,0.8,0.4,73,131,27,15,138,0,73,1,4
797,0.8,0.4,73,132,27,15,137,0,73,0,4
798,0.8,0.4,73,132,27,15,137,0,73,0,4
799,0.8,0.4,73,132,27,15,137,0,73,0,4
800,0.8,0.4,73,133,27,15,136,0,73,0,4
801,0.8,0.4,74,133,27,15,136,0,74,1,4
802,0.8,0.4,73,135,28,15,136,0,73,0,4
803,0.8,0.4,73,137,28,15,135,0,73,0,4
804,0.8,0.4,73,136,29,15,135,0,73,1,4
805,0.8,0.4,73,136,29,15,135,0,73,0,4
806,0.8,0.4,75,133,30,16,135,0,75,3,4
807,0.8,0.4,79,132,30,17,135,0,79,4,4
808,0.8,0.4,79,131,31,17,135,0,79,1,4
809,0.8,0.4,79,131,31,17,135,0,79,0,4
810,0.8,0.4,80,131,31,18,135,0,80,1,4
811,0.8,0.4,80,132,31,18,134,0,80,0,4
812,0.8,0.4,80,132,31,18,134,0,80,0,4
813,0.8,0.4,80,133,31,18,134,0,80,0,4
814,0.8,0.4,81,132,31,18,134,0,81,1,4
815,0.8,0.4,80,131,33,18,134,0,80,1,4
816,0.8,0.4,81,130,33,19,134,0,81,1,4
817,0.8,0.4,80,132,34,19,133,0,80,0,4
818,0.8,0.4,82,131,34,19,133,0,82,2,4
819,0.8,0.4,82,131,34,19,133,0,82,0,4
820,0.8,0.4,82,133,34,19,132,0,82,0,4
821,0.8,0.4,81,132,36,18,132,0,81,1,4
822,0.8,0.4,82,134,36,18,131,0,82,1,4
823,0.8,0.4,80,135,38,18,131,0,80,0,4
824,0.8,0.4,82,133,38,18,131,0,82,2,4
825,0.8,0.4,81,133,39,18,131,0,81,0,4
826,0.8,0.4,81,132,40,18,131,0,81,1,4
827,0.8,0.4,82,131,40,18,131,0,82,1,4
828,0.8,0.4,82,131,40,18,131,0,82,0,4
829,0.8,0.4,82,134,41,18,130,0,82,1,4
830,0.8,0.4,83,134,41,18,130,0,83,1,4
831,0.8,0.4,83,133,42,18,130,0,83,1,4
832,0.8,0.4,84,134,42,18,129,0,84,1,4
833,0.8,0.4,83,135,44,18,129,0,83,1,4
834,0.8,0.4,83,135,44,18,129,0,83,0,4
835,0.8,0.4,83,134,45,19,129,0,83,1,4
836,0.8,0.4,84,135,45,19,129,0,84,1,4
837,0.8,0.4,86,134,45,19,129,0,86,2,4
838,0.8,0.4,87,134,45,20,128,0,87,1,4
839,0.8,0.4,89,132,45,20,128,0,89,2,4
840,0.8,0.4,88,133,46,19,127,0,88,0,4
841,0.8,0.4,87,135,47,19,127,0,87,0,4
842,0.8,0.4,88,135,47,20,126,0,88,1,4
843,0.8,0.4,88,134,48,19,126,0,88,1,4
844,0.8,0.4,89,133,48,20,126,0,89,1,4
845,0.8,0.4,89,136,48,20,125,0,89,0,4
846,0.8,0.4,90,136,48,20,124,0,90,1,4
847,0.8,0.4,91,136,48,20,123,0,91,1,4
848,0.8,0.4,94,133,48,20,123,0,94,3,4
849,0.8,0.4,94,133,49,20,123,0,94,1,4
850,0.8,0.4,95,133,49,20,123,0,95,1,4
851,0.8,0.4,95,134,49,20,123,0,95,0,4
852,0.8,0.4,96,133,49,20,123,0,96,1,4
853,0.8,0.4,97,133,49,21,122,0,97,1,4
854,0.8,0.4,98,132,50,20,121,0,98,2,4
855,0.8,0.4,99,129,52,22,121,0,99,3,4
856,0.8,0.4,100,126,54,22,121,0,100,3,4
857,0.8,0.4,101,127,54,23,121,0,101,1,4
858,0.8,0.4,102,127,54,24,121,0,102,1,4
859,0.8,0.4,102,126,55,25,121,0,102,1,4
860,0.8,0.4,99,128,58,23,121,0,99,0,4
861,0.8,0.4,99,128,58,23,121,0,99,0,4
862,0.8,0.4,100,128,58,24,121,0,100,1,4
863,0.8,0.4,100,128,59,24,120,0,100,1,4
864,0.8,0.4,100,127,60,25,120,0,100,1,4
865,0.8,0.4,101,126,61,26,119,0,101,2,4
866,0.8,0.4,102,126,61,27,119,0,102,1,4
867,0.8,0.4,102,125,62,27,119,0,102,1,4
868,0.8,0.4,102,124,63,27,119,0,102,1,4
869,0.8,0.4,102,126,63,27,118,0,102,0,4
870,0.8,0.4,102,126,63,27,118,0,102,0,4
